x,y,p0,p1,p2
-2.0775561,-0.34545958,0.9999851,0.000000000009373284,0.000014846167
-2.0775561,-0.29545957,0.9999472,0.000000000018083857,0.000052776842
-2.0775561,-0.24545957,0.9998124,0.00000000003488577,0.00018759823
-2.0775561,-0.19545957,0.9993319,0.00000000006744137,0.0006680717
-2.0775561,-0.14545958,0.99750406,0.00000000013757886,0.0024960048
-2.0775561,-0.09545958,0.990721,0.00000000027926006,0.009278965
-2.0775561,-0.04545958,0.966131,0.00000000055656557,0.03386903
-2.0775561,0.004540421,0.8840052,0.0000000010407778,0.11599485
-2.0775561,0.05454042,0.67062956,0.0000000016136417,0.32937044
-2.0775561,0.10454042,0.3523219,0.0000000017325481,0.64767814
-2.0775561,0.15454042,0.12689102,0.0000000012752595,0.87310904
-2.0775561,0.20454042,0.03737671,0.000000000767695,0.96262324
-2.0775561,0.2545404,0.010267036,0.00000000043097814,0.9897329
-2.0775561,0.30454043,0.0027638054,0.00000000023710417,0.9972362
-2.0775561,0.35454044,0.00073989475,0.00000000012972502,0.9992601
-2.0775561,0.40454045,0.0001977825,0.000000000070870004,0.9998023
-2.0775561,0.45454046,0.00005284836,0.00000000003870157,0.9999472
-2.0775561,0.50454044,0.000014119911,0.000000000021132469,0.99998593
-2.0775561,0.55454046,0.000003772402,0.000000000011538704,0.9999962
-2.0775561,0.60454047,0.0000010078621,0.000000000006300315,0.99999905
-2.0775561,0.6545405,0.00000026926716,0.0000000000034400512,0.99999976
-2.0775561,0.7045405,0.00000007193916,0.0000000000018783245,0.9999999
-2.0775561,0.7545405,0.000000019219733,0.0000000000010255881,1
-2.0775561,0.8045405,0.000000005446723,0.00000000000057614617,1
-2.0775561,0.8545405,0.000000002075466,0.0000000000003733712,1
-2.0775561,0.90454054,0.0000000008030164,0.00000000000024323547,1
-2.0775561,0.95454055,0.0000000003561753,0.00000000000016740319,1
-2.0775561,1.0045406,0.00000000017671112,0.00000000000011954984,1
